endpoint,method,label,n_folds,r2_mean,r2_sd,spearman_mean,spearman_sd,mae_mean,mae_sd
LOG_MGMB,fus_GR_early_attfp,AttentiveFP | Early | GNN + RDKit,25,0.31033213343738664,0.16462525386202748,0.6769443732616874,0.059750235574861706,0.28897711595003694,0.038639797171184265
LOG_MGMB,fus_GR_early_lgbm,LGBM | Early | GNN + RDKit,25,0.44688092421803743,0.1066042277556264,0.6945349415638744,0.030211739293091164,0.24063373587993545,0.03058076708489136
LOG_MGMB,fus_GR_early_rf,RF | Early | GNN + RDKit,25,0.47896934465978275,0.08153399106617445,0.7010528371109936,0.02926916013111676,0.23429753899204517,0.027223448385354253
LOG_MGMB,fus_GR_late_attfp,AttentiveFP | Late | GNN + RDKit,25,0.49964022206233244,0.11686302519935433,0.7272406325690542,0.0559308769573396,0.2355429911084614,0.03904780044823274
LOG_MGMB,fus_GR_late_lgbm,LGBM | Late | GNN + RDKit,25,0.46476486464553063,0.06251844947001753,0.7370265653461024,0.02015397733960147,0.24678511068700737,0.019003140836774055
LOG_MGMB,fus_GR_late_rf,RF | Late | GNN + RDKit,25,0.48084538971188834,0.057820125459720775,0.739545342055978,0.017658424696139412,0.24303985666213748,0.018733126232476045
LOG_MGMB,lgbm,LightGBM + Morgan,25,0.259508711611842,0.1476367620099893,0.6090153747850399,0.057849901253376926,0.3022484602860728,0.03416354442911951
LOG_MGMB,uni_G_attfp,AttentiveFP,25,0.3270528914326857,0.2601561064626704,0.5500073141724062,0.3550671609939277,0.2744127657950883,0.06889266321054144
LOG_MGMB,uni_G_lgbm,LGBM - GNN,25,0.35659158414120945,0.16734499504114234,0.6519951449950685,0.054497428065369426,0.26213608164809254,0.04220079440222437
LOG_MGMB,uni_G_rf,RF - GNN,25,0.44481911520899603,0.10431903083627314,0.6767111846704086,0.039469208419655885,0.24224928566207599,0.0314420961726407
LOG_MGMB,uni_M_lgbm,LGBM - Mol2Vec,25,0.45136592902301464,0.08162674063454009,0.6626675916870429,0.03856314523088631,0.23790053292694452,0.02495379790873601
LOG_MGMB,uni_M_rf,RF - Mol2Vec,25,0.4814556700392749,0.05849388090995087,0.6694771075005151,0.03448700568961486,0.24051352040751608,0.01946928681362258
LOG_MGMB,uni_R_lgbm,LGBM - RDKit,25,0.49525471219337575,0.059472264563267534,0.7445887126285042,0.016453439909940738,0.23922643027688473,0.019594588909304322
LOG_MGMB,uni_R_rf,RF - RDKit,25,0.5054757510990399,0.04909070394509799,0.7102194889902299,0.030683674097270384,0.2379568080489234,0.013873775848856545
