endpoint,metric,left,right,mean_diff,right_wins,n_folds,p_value
LOG_MDR1_ER,spearman,lgbm,monroe,0.121729941572648,25,25,1.1757263549084225e-28
LOG_MDR1_ER,mae,lgbm,monroe,-0.09112464638668931,25,25,7.323768498347459e-32
LOG_HPPB,r2,lgbm,monroe,0.34887777048462304,25,25,1.5276559392268256e-16
LOG_HPPB,spearman,lgbm,monroe,0.27563267465031704,25,25,1.4839636746489954e-17
LOG_HPPB,mae,lgbm,monroe,-0.13799137400502304,25,25,1.1662891175849006e-15
LOG_RPPB,r2,lgbm,monroe,0.29665415141284907,25,25,6.171900446624295e-14
LOG_RPPB,spearman,lgbm,monroe,0.241926559448553,25,25,6.779608154164251e-17
LOG_RPPB,mae,lgbm,monroe,-0.10895609960469675,25,25,3.83883337432856e-16
LOG_SOL,r2,monroe,moljepa,-0.12188947042819769,0,25,1.0307339422823678e-23
LOG_SOL,spearman,monroe,moljepa,-0.08477737978970186,0,25,1.5311965104875004e-25
LOG_SOL,mae,monroe,moljepa,0.038101800258329065,0,25,1.1983268695738566e-24
LOG_HLM,r2,monroe,moljepa,-0.1272835291227644,0,25,1.546162638988257e-26
LOG_HLM,spearman,monroe,moljepa,-0.09468772740423993,0,25,4.212432003153675e-28
LOG_HLM,mae,monroe,moljepa,0.06082398748251327,0,25,2.4547979646380213e-29
LOG_RLM,r2,monroe,moljepa,-0.10930997378718964,0,25,3.28903487978899e-29
LOG_RLM,spearman,monroe,moljepa,-0.07989466015556568,0,25,2.40959507449144e-29
LOG_RLM,mae,monroe,moljepa,0.05955737305247987,0,25,1.220448580628944e-29
LOG_MDR1_ER,r2,monroe,moljepa,-0.14679772167403132,0,25,2.8770939674014373e-29
LOG_MDR1_ER,spearman,monroe,moljepa,-0.09149871196357118,0,25,1.4167976466852975e-28
LOG_MDR1_ER,mae,monroe,moljepa,0.0645092722479051,0,25,4.872327791401722e-30
LOG_HPPB,r2,monroe,moljepa,-0.19647389208467225,0,25,1.5629100186014212e-10
LOG_HPPB,spearman,monroe,moljepa,-0.13956267157290378,0,25,3.5569143825682593e-12
LOG_HPPB,mae,monroe,moljepa,0.07880253819265605,0,25,9.330000545233578e-10
LOG_RPPB,r2,monroe,moljepa,-0.18618151338168132,2,25,3.35165818084222e-07
LOG_RPPB,spearman,monroe,moljepa,-0.16596501996248492,0,25,6.995077640865989e-09
LOG_RPPB,mae,monroe,moljepa,0.09070303145662578,0,25,1.0159257115919252e-09
LOG_SOL,r2,chemeleon,moljepa,0.01934444120169736,20,25,6.138524115265364e-05
LOG_SOL,spearman,chemeleon,moljepa,0.029575927517565107,24,25,1.0852138082965973e-09
LOG_SOL,mae,chemeleon,moljepa,-0.009395162520278158,23,25,5.87745574661796e-07
LOG_HLM,r2,chemeleon,moljepa,-0.0448171318711646,1,25,2.291722156130084e-11
LOG_HLM,spearman,chemeleon,moljepa,-0.03361398072789689,1,25,5.100797649282331e-12
LOG_HLM,mae,chemeleon,moljepa,0.02244047350321357,0,25,2.3000693444851527e-14
LOG_RLM,r2,chemeleon,moljepa,-0.053358672884019,0,25,1.5083177715365696e-16
LOG_RLM,spearman,chemeleon,moljepa,-0.045403140894371835,0,25,1.9111720422258446e-18
LOG_RLM,mae,chemeleon,moljepa,0.030553449687275185,0,25,1.2940363632859881e-18
LOG_MDR1_ER,r2,chemeleon,moljepa,-0.025918343006181583,0,25,3.1552059377311685e-10
LOG_MDR1_ER,spearman,chemeleon,moljepa,-0.034117732298573844,0,25,1.1100498819911387e-15
LOG_MDR1_ER,mae,chemeleon,moljepa,0.01891914373861899,0,25,3.718220266013453e-15
LOG_HPPB,r2,chemeleon,moljepa,0.051250436000779304,20,25,0.03334305034700089
LOG_HPPB,spearman,chemeleon,moljepa,0.03046143890614632,17,25,0.02082573839977169
LOG_HPPB,mae,chemeleon,moljepa,-0.041284023139086905,21,25,0.0002677500932994559
LOG_RPPB,r2,chemeleon,moljepa,0.07437888598383702,21,25,0.005030859747576694
LOG_RPPB,spearman,chemeleon,moljepa,0.020396557520551327,17,25,0.25090129572728664
LOG_RPPB,mae,chemeleon,moljepa,-0.017722923151456637,18,25,0.07379563426626097
