endpoint,repeat,fold,fusion,removed,delta_r2,delta_rmse,delta_mae,delta_spearman,full_r2,full_rmse,full_mae,full_spearman
LogD,3,0,late,smiles,-0.010707688414503203,0.007183591545989132,0.007611582957791518,-0.005691143185557634,0.4059669817408619,0.8006274431260741,0.6017805090766313,0.6507101464617431
LogD,0,0,early,gnn,-0.15831725632652416,0.1179289856710437,0.09192789952353775,-0.08876489410512545,0.5897468918799873,0.6653514685455543,0.4744105314181687,0.7805633012803448
LogD,0,0,early,rdkit,-0.0018256757542691737,0.0014788037075395,0.00029391408921597417,-0.0008720003997424453,0.5897468918799873,0.6653514685455543,0.4744105314181687,0.7805633012803448
LogD,0,0,early,mol2vec,-0.0006241499953816287,0.0005059331406960244,-0.00027603781434820673,-0.00023191887933715627,0.5897468918799873,0.6653514685455543,0.4744105314181687,0.7805633012803448
LogD,0,0,early,smiles,-0.00982623783304104,0.00792098243198569,0.020681781248789832,0.014634672332822007,0.5897468918799873,0.6653514685455543,0.4744105314181687,0.7805633012803448
LogD,0,0,late,gnn,0.025457239958989852,-0.01901335729184417,-0.014893543053736469,0.021210437967995932,0.5035775038787809,0.7318985837208444,0.5362415080091634,0.7144506192711354
LogD,0,0,late,rdkit,-0.06002922729091498,0.042989398935453504,0.023834577854760952,-0.020589862560997485,0.5035775038787809,0.7318985837208444,0.5362415080091634,0.7144506192711354
LogD,0,0,late,mol2vec,-0.0028726476987499527,0.0021145837998053363,0.0021947912301218953,-0.0021835663425228136,0.5035775038787809,0.7318985837208444,0.5362415080091634,0.7144506192711354
LogD,0,0,late,smiles,-0.09792518623482105,0.06894088074938698,0.05990245189709442,-0.04308339370603098,0.5035775038787809,0.7318985837208444,0.5362415080091634,0.7144506192711354
LogD,2,2,early,gnn,-0.14728958548109905,0.10764625643435999,0.09550887053620694,-0.08869157447387399,0.5659075732934185,0.6844099021006964,0.49161786769353366,0.7857954541302903
LogD,2,2,early,rdkit,-0.004239078453237344,0.003333643332180336,0.004895111955113329,-0.0017452046061522397,0.5659075732934185,0.6844099021006964,0.49161786769353366,0.7857954541302903
LogD,2,2,early,mol2vec,-0.00946111376019143,0.0074182091650596416,0.004916652718582271,-0.0072743210288249704,0.5659075732934185,0.6844099021006964,0.49161786769353366,0.7857954541302903
