target,split,fold,method,n,mae,r2,spearman,source
262,butina,5,pub_gnn,,0.9505241513252258,-0.1336379051208496,0.1691282165108527,published
262,butina,5,pub_knn,,0.7836374681943653,0.1410971391177073,0.4003347408478803,published
262,butina,5,pub_mlp,,0.7236829996109009,0.3007099032402038,0.4974759474459179,published
262,butina,5,pub_rf,,0.6709431340330789,0.3957463003432667,0.6526910291670365,published
262,butina,5,pub_svm,,0.7045537390690287,0.3125936223543394,0.5602890633076897,published
262,butina,5,pub_xgboost,,0.6543793840710598,0.3942539739561694,0.6308342819482956,published
279,butina,1,chemeleon,455.0,0.8167395864368047,0.2016801690976564,0.5110191039831513,fitted
279,butina,1,knn,455.0,0.8497664625978244,0.061671888467007774,0.3562278607307938,fitted
279,butina,1,lgbm,455.0,0.8541123536808904,0.1371213174787671,0.38573065124754347,fitted
279,butina,1,median,455.0,0.956452554353657,-0.017910914628738395,,fitted
279,butina,1,monroe35,455.0,0.8042992050208556,0.24179175686132415,0.5142353581572986,fitted
279,butina,1,pub_gnn,,0.9722987413406372,-0.2169978618621826,0.3534001639527576,published
279,butina,1,pub_knn,,0.8497664620204702,0.0616718880397242,0.3562278607307938,published
279,butina,1,pub_mlp,,0.9613954424858092,-0.0511331558227539,0.317194691599839,published
279,butina,1,pub_rf,,0.8854128914291227,0.135820209536207,0.4309892702351769,published
279,butina,1,pub_svm,,0.8662486974862261,0.1490447052504517,0.4453045696505529,published
279,butina,1,pub_xgboost,,0.8845959879053545,0.1045804046135263,0.3886093313160178,published
279,butina,2,chemeleon,455.0,0.7837161548253136,0.28485058372198757,0.5100479710492106,fitted
279,butina,2,knn,455.0,0.8001253038178799,0.3308145726498327,0.5567204066507085,fitted
279,butina,2,lgbm,455.0,0.7982206997772137,0.3758997718306465,0.5687222894947757,fitted
279,butina,2,median,455.0,1.0920502118157973,-0.018825472015261857,,fitted
279,butina,2,monroe35,455.0,0.7841725600677893,0.37588431067568306,0.581280169428612,fitted
279,butina,2,pub_gnn,,0.9238137602806092,0.040024995803833,0.3832370824762767,published
