endpoint,method,repeat,n_folds,n,sigma,err_unc_corr,ece,miscalibration_area
LOG_HLM,fus_GRM_early_rf,2,5,929,0.14134978836549988,0.2650019807376326,0.19251377935742703,0.19292994586233483
LOG_HLM,fus_GRM_early_rf,3,5,929,0.12587539500256373,0.2336719683718542,0.20046993341929753,0.20127348871776365
LOG_HLM,fus_GRM_early_rf,4,5,929,0.12758924175157882,0.19063681816675382,0.209320460730461,0.21047368803056626
LOG_HLM,fus_GRM_late_attfp,0,5,929,0.07718740732816813,0.07982203470785398,0.27168902254946437,0.27297843355603246
LOG_HLM,fus_GRM_late_attfp,1,5,929,0.0787417965685227,0.16842845620012997,0.26948578161625847,0.27136789231401476
LOG_HLM,fus_GRM_late_attfp,2,5,929,0.07774550185243712,0.11372865312127414,0.27263569918039093,0.27409780745435874
LOG_HLM,fus_GRM_late_attfp,3,5,929,0.08327600177673979,0.16184090039259327,0.2649954776008941,0.2671623490986827
LOG_HLM,fus_GRM_late_attfp,4,5,929,0.08172898467673492,0.057111082941890365,0.2741443531985479,0.2759499349837813
LOG_HLM,fus_GRM_late_lgbm,0,5,929,0.1251666304775624,0.0855395265229808,0.2544352852195957,0.25729248148502976
LOG_HLM,fus_GRM_late_lgbm,1,5,929,0.1240278351583053,0.18975012685599343,0.2614165761706809,0.26289749544571606
LOG_HLM,fus_GRM_late_lgbm,2,5,929,0.12782061643354445,0.08691960200676473,0.26108308560068366,0.2638607378010966
LOG_HLM,fus_GRM_late_lgbm,3,5,929,0.1292628808681224,0.12524559029422333,0.2508100606064386,0.2546897709705247
LOG_HLM,fus_GRM_late_lgbm,4,5,929,0.12640549336839071,0.16191828571174502,0.25243409098067454,0.25521616425057797
LOG_HLM,fus_GRM_late_rf,0,5,929,0.12568191365627823,0.0542416780546607,0.2658727187557739,0.26749120507661456
LOG_HLM,fus_GRM_late_rf,1,5,929,0.12565191018329025,0.13819126207717694,0.2697960177114848,0.2713926813794646
LOG_HLM,fus_GRM_late_rf,2,5,929,0.12839012920932902,0.06430404763681798,0.26466725812212555,0.26719736481948797
LOG_HLM,fus_GRM_late_rf,3,5,929,0.12790460432873058,0.05693670148925654,0.2644702935749014,0.2680679064869701
LOG_HLM,fus_GRM_late_rf,4,5,929,0.12727817728425272,0.13083700939501722,0.26547130735992697,0.26873031084782495
LOG_HLM,fus_GRS_early_attfp,0,5,929,0.16129117773236312,0.14264900040307735,0.22171080537813442,0.22785983942231292
LOG_HLM,fus_GRS_early_attfp,1,5,929,0.1516769966780211,0.2903750334000575,0.2424383279657327,0.24732958023447207
LOG_HLM,fus_GRS_early_attfp,2,5,929,0.14013011493667538,0.17704938665602796,0.2505150050889899,0.25256660387366353
LOG_HLM,fus_GRS_early_attfp,3,5,929,0.17602982198914527,0.13282268892490592,0.19953986599784823,0.20515927367253073
LOG_HLM,fus_GRS_early_attfp,4,5,929,0.14003658275493638,0.08981113326461362,0.24411203641637644,0.24848122611694023
LOG_HLM,fus_GRS_early_lgbm,0,5,929,0.14183932420394918,0.2284673458492684,0.19096415952422546,0.19199874507490913
LOG_HLM,fus_GRS_early_lgbm,1,5,929,0.139973492513027,0.2923868053468496,0.19767650071833492,0.1984210987268362
LOG_HLM,fus_GRS_early_lgbm,2,5,929,0.148397547536793,0.27495627012737966,0.18625174957268364,0.18680936137029738
LOG_HLM,fus_GRS_early_lgbm,3,5,929,0.15512286289254054,0.2769649725015065,0.1748978414084882,0.17611344410810148
LOG_HLM,fus_GRS_early_lgbm,4,5,929,0.13857241105479837,0.17878044173927848,0.20156524530399744,0.2035319238312772
LOG_HLM,fus_GRS_early_rf,0,5,929,0.13566181162655308,0.24594314841487416,0.19901404978255083,0.20019865780196947
